Title,Date,Link,Authors,Affiliations
A Novel Congestion Control Scheme Using Fuzzy Logic Systems to Enhance the Path Selection Criteria in Routing Protocols for Low-Power and Lossy Networks on the Internet of Things,"31 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02940-z,"Phet Aimtongkham, Pakarat Musikawan, Yanika Kongsorot, Chakchai So-In","Applied Network Technology (ANT), Department of Computer Science, College of Computing, Khon Kaen University, Khon Kaen, 40002, Thailand, Advanced Intelligent Interdisciplinary Integration (AIII), Department of Computer Science, College of Computing, Khon Kaen University, Khon Kaen, 40002, Thailand"
FaceEngine: A Tracking-Based Framework for Real-Time Face Recognition in Video Surveillance System,"31 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02922-1,"Ahsan Imran, Riad Ahmed, Md Mehedi Hasan, M. Helal Uddin Ahmed, A. K. M. Azad, Salem A. Alyami","Department of Robotics and Mechatronics Engineering, University of Dhaka, Dhaka, 1000, Bangladesh, Department of Computer Science and Engineering, BRAC University, Dhaka, 1212, Bangladesh, Department of Management Information Systems, University of Dhaka, Dhaka, 1000, Bangladesh, Department of Mathematics and Statistics, College of Science, Imam Mohammad Ibn Saud Islamic University (IMSIU), 11432, Riyadh, Saudi Arabia"
Enhancing Cardiovascular Health Monitoring Through IoT and Deep Learning Technologies,"31 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02962-7,"Huu-Hoa Nguyen, Tri-Thuc Vo","College of Information and Communication Technology, Can Tho University, 3/2 Street, Can Tho, 900000, Vietnam"
Ensemble Learning with Extended Newton Support Vector Machines for Enhancing Gene Expression Classification,"31 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02957-4,"Huu-Hoa Nguyen, Nguyen-Khang Pham","College of Information and Communication Technology, Can Tho University, 3/2 Street, Can Tho City, 900000, Vietnam"
Enhancing Gene Expression Classification Through Explainable Machine Learning Models,"31 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02952-9,Thanh-Nghi Do,"College of Information Technology, Can Tho University, Can Tho, 90000, Vietnam, UMI UMMISCO 209 (IRD/UPMC), Sorbonne University, Pierre and Marie Curie University, Paris 6, France"
Design and Augmentation of a Deep Learning Based Vehicle Detection Model for Low Light Intensity Conditions,"31 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02944-9,"Pramod Kumar Vishwakarma, Nitin Jain","Computer Science and Engineering, Chandigarh University, Gharuan, Mohali, Punjab, 140413, India"
Toward Efficient Legislative Processes: Analysis of Chilean Congressional Bill Votes Using Semantic Web Technologies,"31 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02933-y,"Francisco Cifuentes-Silva, Hernán Astudillo, José Emilio Labra Gayo, Felipe Rivera-Polo","Biblioteca del Congreso Nacional, Valparaíso, Chile, Universidad de Oviedo, Oviedo, Spain, ITiSB - Universidad Andrés Bello, Viña del Mar, Chile"
Age Specific Analysis on Multiclass Sequential Curated-Electronic Health Records (MSC-EHR) for CAD Survival Prediction using Deep Learning Techniques,"30 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02946-7," Smita, Ela Kumar","Computer Science and Engineering, Indira Gandhi Delhi Technical University for Women, New Delhi, India"
Digital Currency Adoption: A Comparative Analysis of Global Trends and the Nigerian eNaira Digital Currency,"29 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02882-6,"Marzuk Abdullahi, Abubakar Ahmad, Binay Kumar Pandey, Digivijay Pandey","Universiti Sains Malaysia, Gelugor, Malaysia, Gombe State College of Health Sciences Kaltungo, Kaltungo, Nigeria, Department of Information Technology, College of Technology, Govind Ballabh Pant University of Agriculture and Technology Pantnagar, Udham Singh Nagar, Pantnagar, Uttarakhand, India, Dr. A.P.J. Abdul Kalam Technical University, Lucknow, India"
Efficient Colon Cancer Identification Based on Genetics Sequence Linear Support Vector Feature Selection Using Adaptive Ensemble Boosting Fuzzified Deep Neural Network,"29 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02925-y,"S. Benazir Butto, K. FathimaBibi","Thanthai Periyar Govt. Arts and Science College (A), Tiruchirappalli, Affiliated to Bharathidasan University, Tiruchirappalli, India"
Measuring the Impact of Centralized High-Performance Computing with Research Collaboration Networks,"29 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02890-6,"Dhruvil Shah, Rebecca Belshe, Gil Speyer, Jason Yalim","Computational Research Accelerator, Arizona State University, 876011, Tempe, AZ, 85287-6011, USA, Research Technology Office, Arizona State University, 876011, Tempe, AZ, 85287-6011, USA"
Detection and Asynchronous Flow Prediction in a MOOC,"29 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02838-w,"Sergio Iván Ramírez Luelmo, Nour El Mawas, Rémi Bachelet, Jean Heutte","CIREL – Centre Interuniversitaire de Recherche en Éducation de Lille, Université de Lille, Campus Cité Scientifique, Bâtiments B5 – B6, Villeneuve d’Ascq, France, CREM – UR - Centre de recherche sur les médiations, Université de Lorraine, Île du Saulcy, Metz, France, Centrale Lille, Université de Lille, Campus Cité Scientifique, Villeneuve d’Ascq, France"
FMeAR: FACS Driven Ensemble Model for Micro-Expression Action Unit Recognition,"28 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02948-5,"Anjaly Chauhan, Shikha Jain","Department of Computer Science & Engineering and Information Technology, Jaypee Institute of Information Technology, Noida, India"
"Machine Learning for Identifying Emergent and Floating Aquatic Vegetation from Space: A Case Study in the Dniester Delta, Ukraine","28 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02873-7,"Leonidas Alagialoglou, Ioannis Manakos, Eleftherios Katsikis, Sergiy Medinets, Yevgen Gazyetov, Volodymyr Medinets, Anastasios Delopoulos","Multimedia Understanding Group, Department of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece, Information Technologies Institute, Centre for Research and Technology Hellas, Thessaloniki, Greece, Odesa National I.I. Mechnikov University, Odesa, Ukraine, Atmospheric Chemistry and Effects, UK Centre for Ecology & Hydrology, Edinburgh, United Kingdom"
Indexing ECG for Integrated Health Social Networks Predicting Keywords from ECG to Access Online Information,"28 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02886-2,"Yi Huang, Insu Song","College of Science and Engineering, James Cook University, Singapore, Singapore"
Advancing Software Vulnerability Scoring: A Statistical Approach with Machine Learning Techniques and GridSearchCV Parameter Tuning,"28 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02942-x,"Birendra Kumar Verma, Ajay Kumar Yadav","Banasthali Vidyapith, Jaipur, Rajasthan, India, JSS Academy of Technical Education, Noida, UP, India"
Statistical Impact of Predominant Characteristics on Knowledge Level and Yield on Pomegranate Crop,"28 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02807-3,"C. K. Lokesh, S. Senthil","School of CSA, REVA University, Bangalore, India"
Convolutional Neural Networks Framework for the Early Classification and Detection of Melanoma Skin Cancer,"28 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02937-8,"Ravi Dandu, B. G. Deepa, M. Vinayaka Murthy","School of CSA, REVA University, Bengaluru, India"
Layer-Wise External Attention by Well-Localized Attention Map for Efficient Deep Anomaly Detection,"28 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02912-3,"Keiichi Nakanishi, Ryo Shiroma, Tokihisa Hayakawa, Ryoya Katafuchi, Terumasa Tokunaga","Graduate School of Computer Science and Systems Engineering, Kyushu Institute of Technology, 680-4, Kawazu, Iizuka-shi, Fukuoka-ken, 820-8502, Japan, Faculty of Computer Science and Systems Engineering, Kyushu Institute of Technology, 680-4, Kawazu, Iizuka-shi, Fukuoka-ken, 820-8502, Japan"
Automatic Classification of Melanoma Using Grab-Cut Segmentation & Convolutional Neural Network,"28 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02949-4,"Sarvachan Verma, Manoj Kumar","Computer Engineering & Applications, GLA University, Mathura, India"
Robust Rabin Cryptosystem Biometric Privacy Preserving Authentication Technique for IoT Enabled Devices Over Cloud,"28 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02929-8,"Devishree Naidu, Niranjan K. Ray","School of Computer Engineering, Kalinga Institute of Industrial Technology, Bhubaneswar, Odisha, 751024, India, Department of Computer Science and Engineering, Shri Ramdeobaba College of Engineering and Management, Nagpur, Maharashtra, 440013, India"
From Algorithms to Architecture: Computational Methods for House Floorplan Generation,"27 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02907-0,"Azmeraw Bekele Yenew, Beakal Gizachew Assefa","School of Information Technology and Engineering, Addis Ababa University, Addis Ababa, Ethiopia"
Video Anomaly Detection Based on HSOE-FAST Modified Deep Neural Network,"27 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02945-8,"Anil Kumar Gupta, Rupak Sharma, Rudra Pratap Ojha","Department of Computer Science and Engineering, SRM Institute of Science and Technology, NCR Campus, Modinagar, Ghaziabad, Uttar Pradesh, India, Department of Computer Applications, SRM Institute of Science and Technology, NCR Campus, Modinagar, Ghaziabad, Uttar Pradesh, India, Department of Computer Science and Engineering, G.L. Bajaj Institute of Technology and Management (GLBITM) (Affiliated to AKTU), Greater Noida, Uttar Pradesh, India"
Wavelet Radar Signal Processing and its Applications to Industrial Roller Rotation Monitoring,"27 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02897-z,"Denis Valuyskiy, Sergey Vityazev, Vladimir Vityazev","Ryazan State Radio Engineering University Gagarina, 59/1390005, Ryazan, Russian Federation"
Optimized Multifaceted Approach in Agriculture by Goal Programming with R and Python,"27 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02908-z,"K. Shalini, Sridevi Polasi","REVA University, Kattigenahalli, Bangalore, Karnataka, India"
Design of a High-Efficiency Temporal Engine for Real-Time Spatial Satellite Image Classification Using Augmented Incremental Transfer Learning for Crop Analysis,"27 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02939-6,"Akshay Pramodrao Dhande, Rahul Malik, Dipen Saini, Rachit Garg, Sudan Jha, Jabeen Nazeer, Sultan Ahmad","Department of Electronics and Telecommunication Engineering, Lovely Professional University, Phagwara, Punjab, India, School of Computer Science and Engineering, Lovely Professional University, Phagwara, Punjab, India, Department of Computer Science and Engineering, Kathmandu University, Dhulikhel, Nepal, Department of Computer Science, College of Computer Engineering and Sciences, Prince Sattam Bin Abdulaziz University, 11942, Alkharj, Saudi Arabia, University Center for Research and Development (UCRD), Department of Computer Science and Engineering, Chandigarh University, Gharuan, Mohali, 140413, Punjab, India"
Optimized Extreme Learning Machine with Bacterial Colony Optimization Algorithm for Disease Diagnosis in Clinical Datasets,"26 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02864-8,"P. Vigneshvaran, A. Vijaya Kathiravan","Department of Data Science, Shanmuga Industries Arts & Science College, Tiruvannamalai, Tamilnadu, India, Department of Computer Applications, Sri Meenakshi Government College for Women, Madurai, India"
Advancements in Fake News Detection: A Comprehensive Machine Learning Approach Across Varied Datasets,"25 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02943-w,"Adeel Aslam, Fazeel Abid, Jawad Rasheed, Anza Shabbir, Manahil Murtaza, Shtwai Alsubai, Harun Elkiran","National College of Business Administration and Economics, Lahore, Pakistan, Department of Information Systems, University of Management and Technology, Lahore, Pakistan, Department of Computer Engineering, Istanbul Sabahattin Zaim University, Istanbul, Turkey, Department of Computer Science, College of Computer Engineering and Sciences in Al-Kharj, Prince Sattam Bin Abdulaziz University, P.O. Box 151, 11942, Al-Kharj, Saudi Arabia"
A Novel Multi-camera Fusion Approach at Plant Scale: From 2D to 3D,"23 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02849-7,"Edgar S. Correa, Francisco C. Calderon, Julian D. Colorado","School of Engineering, Pontificia Universidad Javeriana, Bogotá, Cra. 7 No. 40-62, 110311, Bogotá, Colombia, Faculty of Sciences, Université de Montpellier, Montpellier, France, CIRAD, AGAP, Montpellier, France, Omics Science Research Institute, iOMICAS, Pontificia Universidad Javeriana, Cali, 760031, Colombia"
An Optimal Disassembly Sequence Planning for Complex Products using Enhanced Deep Reinforcement Learning Framework,"23 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02924-z,"Mirothali Chand, Chandrasekar Ravi","Department of Computer Science and Engineering, National Institute of Technology Puducherry, Karaikal, India"
An Enhanced DDoS Attack Detection in Software-Defined-Networks using Ensemble Learning,"23 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02938-7,"Saumitra Chattopadhyay, Ashok Kumar Sahoo, Sanjay Jasola","Department of Computer Science and Engineering, Graphic Era Hill University, Dehradun, India"
Smart Checkpoint Management System for Automatic Number Plate Recognition in Bhutan Vehicles Using OCR Technique,"23 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02905-2,"K. Vijayalakshmi, M. Dhanamalar, Vijayalakshmi A. Lepakshi, Sonam Jamtsho","School of Computer Science and Applications, REVA University, Bangalore, India, Kristu Jayanti College, Bangalore, India, College of Language and Cultural Studies, Royal University of Bhutan, Thimphu, Bhutan"
A Comprehensive Fraud Detection for Credit Card Transactions in Federated Averaging,"23 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02898-y,"Tran Khanh Dang, Trung Ha","Faculty of Information Technology, Van Lang University, 69/68 Dang Thuy Tram, Ward 13, Binh Thanh District, Ho Chi Minh City, Vietnam, University of Information Technology, VNU-HCM, Thu Duc City, Vietnam"
Enhancing Malayalam Palm Leaf Character Segmentation: An Improved Simplified Approach,"23 May 2024
",https://link.springer.com/article/10.1007/s42979-024-02848-8,"Dhanya Sudarsan, Deepa Sankar","School of Engineering, Cochin University of Science and Technology, Kochi, 682022, India"
